"ShortSha","Date","Status","Crucial","Category","Author","Subject","FullSha"
"2447de4e5","2024-01-25","PENDING","YES","AI & Movement","ratkosrb","Revert ""Fix stormwind entrance pathing (#2088)""","2447de4e5b69347bb724b14d4c268720e925ce78"
"1635ea9bb","2024-01-25","PENDING","YES","Encounters & World","Neto","Fix Solakar Flamewreath event (#2454)","1635ea9bb817035065f59cea9e3c23a589b4c0b4"
"53069a1dd","2024-01-25","PENDING","YES","Encounters & World","ratkosrb","Make some casts tied to Timer events only go on cd if cast succeeds.","53069a1ddcc086b1f515f83401b4c460d38f3a66"
"918310fc4","2024-01-25","PENDING","YES","Encounters & World","ratkosrb","Make some casts tied to Range events only go on cd if cast succeeds.","918310fc42c4b98ea51f4adbbb5f7bd45b558fc1"
"1651a9055","2024-01-24","PENDING","NO","General Systems","ratkosrb","Always allow connecting to world server from same machine.","1651a9055714a715a1988ed998d0581d8900f02f"
"05f8f021e","2024-01-24","PENDING","NO","General Systems","ratkosrb","Add Jaedenar Warlock to the list.","05f8f021e60ae0aec645fdc9138d42aa3b90e720"
"8a1df629e","2024-01-24","PENDING","YES","Combat & Spells","ratkosrb","Don't interrupt spell casting to enrage.","8a1df629e4b068e7fff6f9ef6f965751b201586c"
"c71cacffe","2024-01-23","PENDING","YES","Combat & Spells","ratkosrb","Add support for Spell Hit Target event in EventAI.","c71cacffe8c3499e6193a2ddeafe5bc43df98799"
"06039a4fb","2024-01-23","PENDING","YES","Combat & Spells","balakethelock","Fix SPELL_EFFECT_WEAPON_PERCENT_DAMAGE damage on creatures that don't have a weapon (#2396)","06039a4fba73c471220dfa6cb4a74aeaa0c35849"
"4fe83c8c0","2024-01-23","PENDING","NO","General Systems","ratkosrb","Remove help for non existent commands.","4fe83c8c01b7c483fc41d1f87b7b3ac5388bb0e8"
"2ba2a0cf1","2024-01-23","PENDING","YES","Combat & Spells","ratkosrb","Add missing new line in printf statement.","2ba2a0cf17e30347a287f675eccdd8b582099986"
"34e268ed9","2024-01-23","PENDING","YES","Core Architecture","ratkosrb","Fix unit flags of battleground spirit guides.","34e268ed9dfd77392c3289f50df003d58326621f"
"620b41a3d","2024-01-23","PENDING","YES","General Systems","ratkosrb","Fix wrong Z coordinate of Vilebranch mob.","620b41a3d28f70c8605464a8dfd374bcbde7bc67"
"dcf697078","2024-01-23","PENDING","NO","General Systems","ratkosrb","Reduce respawn time of Tablet of Will.","dcf697078a35f218dbeb73bb138bd75bd041481f"
"5f364b72b","2024-01-22","PENDING","YES","AI & Movement","ratkosrb","Implement ability to check script result from EventAI.","5f364b72b9a561f000c1f755982470faff375029"
"be1261e0e","2024-01-22","PENDING","YES","Encounters & World","ratkosrb","Prevent drowning after teleport.","be1261e0ed22d7a32c9e9c044c2b6e8dfb44b9f0"
"c234e4f68","2024-01-22","PENDING","YES","Combat & Spells","ratkosrb","Fix infinite crit chance exploit.","c234e4f688c8b782809e1eacbce75e704e19ec74"
"697f3ac6c","2024-01-22","PENDING","YES","General Systems","ratkosrb","Fix logic error.","697f3ac6c49190fa1f7d30d997fe2bc23a250d21"
"531654754","2024-01-22","PENDING","YES","Encounters & World","ratkosrb","Check result of some script actions.","5316547543bbc003e1acb23a5ae9431bf2942fd8"
"f57bd5951","2024-01-21","PENDING","YES","Encounters & World","ratkosrb","Quest 'Deep Ocean, Vast Sea' did not reward money before 1.5.","f57bd595129fdb162b21e70b1a26a52dcf6896b3"
"edb9aa30c","2024-01-21","PENDING","YES","Crashes & Security","ratkosrb","Implement changes to Krinkle Goodsteel.","edb9aa30c8bc6daa84ecccb54153d828d5d9f680"
"7ad28135e","2024-01-19","PENDING","YES","AI & Movement","ratkosrb","Players charmed by creatures should not be flagged upon attacking another player.","7ad28135e076052501bf40831108383a115089ae"
"1918508a5","2024-01-19","PENDING","YES","Combat & Spells","ratkosrb","Fix thread unsafe access to MapPersistentStateMgr.","1918508a54801289cfbaca03e4d511d7dad289eb"
"c93b81417","2024-01-19","PENDING","NO","General Systems","ratkosrb","Mark all totems as immune to aoe and taunt.","c93b814179a3aa88ebe53801132b23c43f1790ea"
"e5cc8c076","2024-01-19","PENDING","YES","General Systems","ratkosrb","Fix passing std string instead of c string to log.","e5cc8c076a48d253ab921f2eae5ab6dc94909233"
"1430303bb","2024-01-18","PENDING","YES","Core Architecture","ratkosrb","Fix players not getting flagged for pvp after flight ends.","1430303bbe276416fdc0213b0271d0f981704fb7"
"7c5615824","2024-01-17","PENDING","NO","General Systems","Gamemechanic","Sort tris by Z before rasterize (#2197)","7c561582410cf0ae8f8eba1374228d4660cc6122"
"b5b2b1931","2024-01-18","PENDING","YES","Bounds & Exploits","ratkosrb","Maps/Vmaps: Make high res default and fix code duplication.","b5b2b193187a6c59cab93d165513611532fd5b13"
"649cc94b5","2024-01-17","PENDING","YES","General Systems","ratkosrb","Fix the naxx slime properly.","649cc94b508369ab599af9816ede2c051761e7a8"
"3630de876","2024-01-17","PENDING","YES","General Systems","Killerwife","Fix liquid type detection in Naxxramas.","3630de8762c5385ab95185901b72a6ca26ff049f"
"139ac3fe4","2024-01-17","PENDING","YES","Core Architecture","Wall","Fix mmap poly builder (#2436)","139ac3fe4687764cb4e504b0256090f203357112"
"9414a042d","2024-01-17","PENDING","YES","Core Architecture","ratkosrb","Check for naxx map id in slime check.","9414a042dd957d220c3e1a91aadd5bc7108f343a"
"83f928d4a","2024-01-17","PENDING","YES","General Systems","ratkosrb","Fix requirements for Shard of a Felhound and Shard of an Infernal.","83f928d4a65acaa34dcf5071b6cf2406a997175e"
"8d584d4c7","2024-01-18","PENDING","YES","Combat & Spells","coolzoom","Fix slime damage in naxx (#2438)","8d584d4c788be9a4cdd244df3968c7c56529cf3c"
"8e7ae2d7b","2024-01-18","PENDING","YES","General Systems","coolzoom","Fix sapphiron engage animation (#2437)","8e7ae2d7b5e4ce01cf95eb81e9db901c7bd8d358"
"7f793ea27","2024-01-16","PENDING","NO","General Systems","Daribon","Add waypoints to Greater Firebird and Murderous Blisterpaw. (#2375)","7f793ea27668960366e5b4f40dd9cbeb3da909b5"
"b9c43a7bd","2024-01-16","PENDING","NO","General Systems","ratkosrb","Remove debug printf.","b9c43a7bd37941d608c7d676edfb590d32240041"
"9114a4faf","2024-01-16","PENDING","YES","Encounters & World","ratkosrb","Check allowed looters list for group loot and master loot.","9114a4faffee1770fca2e3653f5d8aecd42adb39"
"4264cded0","2024-01-12","PENDING","YES","Combat & Spells","ratkosrb","Add command to learn pet spells.","4264cded0dc90b1fed5370ffcf30c88451072cf7"
"bd69312b1","2024-01-12","PENDING","YES","Crashes & Security","ratkosrb","Fix an assert when you teleport out of dungeon.","bd69312b1040b09711ee66f7c98f625ea1b5c546"
"6d86307e0","2024-01-12","PENDING","YES","Combat & Spells","ratkosrb","Refactor some spell los checks.","6d86307e0d7d84b16d30281f6f50d71c961c2572"
"49a87f34f","2024-01-11","PENDING","YES","Encounters & World","Shiyo","Add missing enchants to GM island enchant vendors (#2428)","49a87f34f7fb7e480382090599b3a5ccf77f5040"
"36bbaa596","2024-01-10","PENDING","YES","AI & Movement","ratkosrb","Allow generic gameobjects to break los even if using m2 model.","36bbaa596339260e783df23b70fc5b1d9dcc16aa"
"67afb5c0c","2024-01-10","PENDING","YES","Crashes & Security","ratkosrb","Remove custom change to Summon Various DND.","67afb5c0c523ae231992d7371a68b812605b7e85"
"903e42ba5","2024-01-09","PENDING","YES","Combat & Spells","ratkosrb","Add missing single target flag to some spells.","903e42ba50a5f959ef4767c807b130c5379622e9"
"06adcc42a","2024-01-08","PENDING","YES","Core Architecture","ratkosrb","Fix not being able to trade after its cancelled in some cases.","06adcc42ab51609a8bf47cbc2afe70e5744ae64e"
"a7eb68c75","2024-01-07","PENDING","NO","General Systems","ratkosrb","Implement RBAC for chat commands.","a7eb68c75ae796c1353c509d7796142d42355001"
"10093b654","2024-01-06","PENDING","YES","Encounters & World","ratkosrb","New script for quest The Defias Brotherhood.","10093b654f5a6ae89e4d34ad1514672eb11bc00b"
"e072fd6d2","2024-01-06","PENDING","YES","Crashes & Security","ratkosrb","Fix pet interaction when enslaving Bleakheart Hellcaller.","e072fd6d2da63844049581a3c72668e8e876aea6"
"adab1e01a","2024-01-05","PENDING","YES","Encounters & World","ratkosrb","Fix Cannon for quest Death From Below.","adab1e01aa4841f0dd04b86b4bc34c29fdc17da4"
"06a54a1d1","2024-01-05","PENDING","YES","Combat & Spells","ratkosrb","Make battlebots cast some instant spells when carrying flag.","06a54a1d130c603b699a2549e77289d5ad1dd26f"
"d31982226","2024-01-05","PENDING","NO","General Systems","ratkosrb","The Lobotomizer should not drop from Grunnda Wolfheart.","d319822263593f0fe3652a14d01b8705b0dff2c2"
"309dd3ea2","2024-01-05","PENDING","NO","General Systems","ratkosrb","Add some missing chinese page text locales.","309dd3ea2cac65b26970c5040d3b75ef74086469"
"1684c92b6","2024-01-05","PENDING","YES","Crashes & Security","ratkosrb","Lightning Shield should not remove Corrupted Mind.","1684c92b6c3e823d1c1a201f6d42042e9d4f696f"
"baa32a596","2024-01-05","PENDING","YES","General Systems","ratkosrb","Fix summoning Lord Valthalak.","baa32a5962cecbd2e515af02743af4d321b0f674"
"caf8413c6","2024-01-04","PENDING","YES","General Systems","ratkosrb","Fix startup error.","caf8413c65ea71a19c1f82f821ab877481c89dfd"
"d95357105","2024-01-04","PENDING","YES","AI & Movement","ratkosrb","New script for Mograine and Whitemane.","d953571058e227d46d88337dfb64be1cbb328e4b"
"ab5a9a224","2024-01-04","PENDING","YES","Combat & Spells","ratkosrb","Fix trying to cast spell id 0 in script.","ab5a9a224a715f484b1f58d3a6f279c9846226d7"
"922d93bba","2024-01-03","PENDING","YES","Core Architecture","ratkosrb","Make temporary battlebots leave if no real players in map.","922d93bba35494d4be804496ce6e383afecb3ae6"
"0643e178c","2024-01-03","PENDING","NO","General Systems","ratkosrb","Add message in chat when battlebots are added.","0643e178cc8eb2013bc83700d55216c934e46000"
"f211a4c07","2024-01-01","PENDING","YES","General Systems","ratkosrb","Fix logic error.","f211a4c07db5a51d1acac2a40291df061eeefcd8"
"750023edd","2024-01-01","PENDING","YES","Combat & Spells","ratkosrb","Fix logic for preventing casting immunity aura on flag carrier.","750023eddd2c2a8349843b10bb04882ab9c19612"
"00f4b27c9","2024-01-01","PENDING","YES","General Systems","NickTyrer","Misc DB Fixes (#1970)","00f4b27c9340ad19939ef30eee037dbc7a4db317"
"67e630daa","2024-01-01","PENDING","YES","Combat & Spells","ratkosrb","Remove some item create effect spell mods.","67e630daaaee0182c7d6236cbe7d1088b68f484d"
"56b2a5809","2024-01-01","PENDING","YES","Core Architecture","ratkosrb","Fix unit flags of Marshal Reginald Windsor.","56b2a5809366728125ba692df5a704f2f3e8222b"
"312da6a4d","2023-12-31","PENDING","YES","Crashes & Security","ratkosrb","Fix stack overflow with GuardAI.","312da6a4dad7396f575015bbc54495fc27f1ac80"
"b65896dd2","2023-12-31","PENDING","YES","General Systems","ratkosrb","Fix startup error.","b65896dd2e0997e8b4c2f9a48a6ec64fec297144"
"a77ffef98","2023-12-31","PENDING","YES","Combat & Spells","Daribon","Correct threat to various spells. (#2393)","a77ffef98c6f2a8fa7fddcc91d411b5919ef10cd"
"0cc56db70","2023-12-30","PENDING","NO","General Systems","ratkosrb","It shouldn't be possible to bubble or stealth with WSG flag.","0cc56db70af6b706d68f227758f66888198a9d12"
"1f85576da","2023-12-30","PENDING","YES","Combat & Spells","ratkosrb","Fix Venomhide Ravasaur being immune to his own passive aura.","1f85576da0782942adc6202257ef1a7de37696eb"
"6f5865acc","2023-12-28","PENDING","YES","Combat & Spells","balakethelock","Remove hack to Onyxia's combat reach & bounding radius (#2387)","6f5865accea9c7ef46b073305539c4c0f680a8e5"
"cb1c0e09a","2023-12-28","PENDING","YES","General Systems","ratkosrb","Fix adding too many battlebots when partybots are also in queue.","cb1c0e09a167e11ed4e421ca23da2602b8f8d4af"
"0dfa95def","2023-12-28","PENDING","NO","General Systems","ratkosrb","Unbind personal saves of group members once group save is created.","0dfa95def03d76d889d1d19ba79cad1b24006757"
"551b8418f","2023-12-28","PENDING","YES","Encounters & World","ratkosrb","Allow having both personal and group instance save.","551b8418f2225fe4c4e0339a595ab3731bf90a97"
"2d2c0b074","2023-12-27","PENDING","NO","General Systems","balakethelock","Make 'namego' command teleport to exact position. (#2381)","2d2c0b074fc250015e17a374e0aa61519e44eca4"
"dd7994784","2023-12-27","PENDING","YES","Bounds & Exploits","ratkosrb","Fix raid reset exploit.","dd79947849800295ad3600ba0e542c7b1a0ee4ae"
"fc0d6cfd6","2023-12-26","PENDING","YES","Combat & Spells","ratkosrb","Use target's combat reach in aoe against creatures.","fc0d6cfd6192b5c90072d77ab289f165ea540a00"
"6eb7e54c7","2023-12-26","PENDING","YES","General Systems","NickTyrer","Misc DB Fixes.","6eb7e54c7008e11d3661809961403c7011bd440a"
"f2b4b781c","2023-12-25","PENDING","YES","AI & Movement","ratkosrb","Fix 'go creature id' command for multi entry spawns.","f2b4b781ca12eb00739391b10a10fdfe382556b0"
"7e3743d54","2023-12-24","PENDING","YES","General Systems","ratkosrb","Fixes for group list packet.","7e3743d543b327a76217eb09a0cd56c9fbad77b5"
"b1e49ba3e","2023-12-24","PENDING","YES","AI & Movement","ratkosrb","Don't generate pet number twice on tame.","b1e49ba3e6043a21416480b03bd3ff74f60e441f"
"dd123f773","2023-12-23","PENDING","YES","Encounters & World","ratkosrb","Fix quest The Challenge.","dd123f773dde1279486de982a7a25a823ef637c8"
"d8669a2ec","2023-12-23","PENDING","NO","General Systems","ratkosrb","No override needed.","d8669a2ec18e20f2a0b05c5cb99616c055897350"
"8a219fbf1","2023-12-23","PENDING","NO","General Systems","ratkosrb","Actually this part is not needed anymore.","8a219fbf1b410a9ddc85d10862e42f5fab3bccde"
"9c3051870","2023-12-23","PENDING","YES","General Systems","ratkosrb","Check if owner is alive here too.","9c3051870cddea055c5d8772f9ce6e832c177196"
"076f32b41","2023-12-23","PENDING","YES","General Systems","ratkosrb","Fix Scarshield Portal.","076f32b41b84e84a6ff2a49e23bc710f9de3e5b8"
"553872a4f","2023-12-23","PENDING","YES","Crashes & Security","ratkosrb","Fix raid target markers disappearing when changing loot settings.","553872a4f250f87370dedec9f2454384d364099f"
"99258900b","2023-12-23","PENDING","YES","General Systems","ratkosrb","Fix set gong time command.","99258900be28f8e296a990c8203af74a69bccccc"
"a3684c78e","2023-12-23","PENDING","YES","Encounters & World","ratkosrb","Fix quest script startup errors.","a3684c78efa93fec8f9c938b1c39d3f626257994"
"e3a322da0","2023-12-23","PENDING","YES","General Systems","ratkosrb","Fix Magenta Fungus Cap drop amount.","e3a322da09ec168c6a8b31b8b6fd61607d011853"
"9daa4e4f0","2023-12-22","PENDING","YES","Encounters & World","ratkosrb","Implement original version of quest Escaping the Hive.","9daa4e4f01ab38a08f3c2840a30a897c018648ca"
"d258d368c","2023-12-22","PENDING","YES","AI & Movement","ratkosrb","Add flee action to creatures that miss it.","d258d368ce6d912698467930f4ef729a856d004a"
"283375229","2023-12-21","PENDING","YES","AI & Movement","ratkosrb","Improve creature flee behavior.","283375229d8bcce85adae9cccbfd7461eb7aaf72"
"5228c9000","2023-12-20","PENDING","YES","Encounters & World","ratkosrb","Rename event type and remove useless enum.","5228c9000c84e9ef342e9d1322100cda58c77b5d"
"b32738845","2023-12-20","PENDING","YES","General Systems","ratkosrb","Fixes for Twilight cultists.","b32738845cfb25bced63bb5aa7389f1b5d1fb458"
"3ddacee91","2023-12-20","PENDING","YES","General Systems","ratkosrb","Fixes for Deadwood furbolgs.","3ddacee91bffa6628a7f8dc9a5c02baba08eedbf"
"2c50f1971","2023-12-19","PENDING","YES","General Systems","ratkosrb","Fixes for Thistlefur furbolgs.","2c50f1971fc106fe4b353f6f6c67e2082d0821d9"
"54f07be54","2023-12-19","PENDING","YES","General Systems","ratkosrb","Fixes for Stromgarde humans.","54f07be5492d96613a5bb2d56e9930e92a891c0e"
"bb0691a6e","2023-12-19","PENDING","YES","General Systems","ratkosrb","Fixes for Crushridge ogres.","bb0691a6ed2daff1028b1cd4d86e0741db40bbc4"
"dde87c6fa","2023-12-18","PENDING","YES","General Systems","balakethelock","Fix Anubisath Warder ability timers.","dde87c6fac2f3cdcaa3de13781b04d7848633b5a"
"462523913","2023-12-18","PENDING","YES","General Systems","ratkosrb","Fix Starshards not flagging you for PvP.","4625239137e7652a6f2692ae31f807d49b9725ad"
"b285c90b3","2023-12-18","PENDING","YES","AI & Movement","ratkosrb","Followup to previous commit.","b285c90b3d23a3dd75990f83cf6d1a7b5d2a4ef8"
"dc3c75259","2023-12-18","PENDING","YES","AI & Movement","ratkosrb","Fix creature pet names.","dc3c7525916e44a8a5d10935175871d36add601b"
"b98dff543","2023-12-18","PENDING","YES","Combat & Spells","ratkosrb","Fix spawn spells with no target type.","b98dff543e4b2b6cf9fdf69bc62ab867483efc81"
"1047658d3","2023-12-18","PENDING","YES","General Systems","ratkosrb","Some tweaks to wall climb check.","1047658d33522e6e7ac7cdac80a4d6922aa0553f"
"c0d5742f5","2023-12-17","PENDING","YES","AI & Movement","ratkosrb","Fix some false positives with movement anticheat.","c0d5742f5d0c69c0cd6f305bcf9e87c77e78bc75"
"8f93351f5","2023-12-17","PENDING","YES","AI & Movement","ratkosrb","Remove wrong creature immunities.","8f93351f5ea7bd989312420512b4b7e7279c9ddb"
"d4f951ee3","2023-12-16","PENDING","YES","Combat & Spells","ratkosrb","Creature school immunity should not apply to positive spells.","d4f951ee388773d918f3f72c6eb1b86126c168d3"
"363ef19db","2023-12-11","PENDING","YES","Combat & Spells","Gamemechanic","Add hit chance bonus to""unit statinfo"" command. (#2347)","363ef19db69e8c4e92250e9ebc4896a98e1e49cd"
"a510ea402","2023-12-05","PENDING","YES","Combat & Spells","ratkosrb","Always interrupt channeled spell on teleport.","a510ea40212b6b9b2009497b2b8112d49de76065"
"2c4ec612d","2023-12-05","PENDING","YES","Combat & Spells","ratkosrb","Will of Shahram and Holy Strength should have separate aura slot per caster.","2c4ec612dcedb33c4fd3903ac221a67e89932eef"
"b772fc49e","2023-12-04","PENDING","YES","AI & Movement","Gamemechanic","Improve "".debug los check"" command (#2337)","b772fc49e138f72db353592b4ed8875429ac552d"
